"subject"	"activityNum"	"activityName"	"featureDomain"	"featureSensor"	"featureMotion"	"featureJerk"	"featureMagnitude"	"featureMeasure"	"featureAxis"	"count"	"average"
"7416"	19	5	"STANDING"	"Frequency"	"Gyroscope"	"NA"	"NA"	"NA"	"SD"	"X"	73	-0.946607045616438
"7417"	19	5	"STANDING"	"Frequency"	"Gyroscope"	"NA"	"NA"	"NA"	"SD"	"Y"	73	-0.966967238082192
"7418"	19	5	"STANDING"	"Frequency"	"Gyroscope"	"NA"	"NA"	"NA"	"SD"	"Z"	73	-0.963212791780822
"7419"	19	5	"STANDING"	"Time"	"Accelerometer"	"Body"	"Jerk"	"Magnitude"	"Mean"	"Other"	73	-0.983068923561644
"7420"	19	5	"STANDING"	"Time"	"Accelerometer"	"Body"	"Jerk"	"Magnitude"	"SD"	"Other"	73	-0.979640838082192
"7421"	19	5	"STANDING"	"Time"	"Accelerometer"	"Body"	"Jerk"	"NA"	"Mean"	"X"	73	0.0754120366712329
"7422"	19	5	"STANDING"	"Time"	"Accelerometer"	"Body"	"Jerk"	"NA"	"Mean"	"Y"	73	0.00991338273931507
"7423"	19	5	"STANDING"	"Time"	"Accelerometer"	"Body"	"Jerk"	"NA"	"Mean"	"Z"	73	0.00129216333878082
"7424"	19	5	"STANDING"	"Time"	"Accelerometer"	"Body"	"Jerk"	"NA"	"SD"	"X"	73	-0.98479203520548
"7425"	19	5	"STANDING"	"Time"	"Accelerometer"	"Body"	"Jerk"	"NA"	"SD"	"Y"	73	-0.970543276575342
"7426"	19	5	"STANDING"	"Time"	"Accelerometer"	"Body"	"Jerk"	"NA"	"SD"	"Z"	73	-0.986142491917808
"7427"	19	5	"STANDING"	"Time"	"Accelerometer"	"Body"	"NA"	"Magnitude"	"Mean"	"Other"	73	-0.960505683561644
"7428"	19	5	"STANDING"	"Time"	"Accelerometer"	"Body"	"NA"	"Magnitude"	"SD"	"Other"	73	-0.962549342465754
"7429"	19	5	"STANDING"	"Time"	"Accelerometer"	"Body"	"NA"	"NA"	"Mean"	"X"	73	0.27817226
"7430"	19	5	"STANDING"	"Time"	"Accelerometer"	"Body"	"NA"	"NA"	"Mean"	"Y"	73	-0.0154244056945205
"7431"	19	5	"STANDING"	"Time"	"Accelerometer"	"Body"	"NA"	"NA"	"Mean"	"Z"	73	-0.10904190460274
"7432"	19	5	"STANDING"	"Time"	"Accelerometer"	"Body"	"NA"	"NA"	"SD"	"X"	73	-0.989910996849315
"7433"	19	5	"STANDING"	"Time"	"Accelerometer"	"Body"	"NA"	"NA"	"SD"	"Y"	73	-0.944430270684931
"7434"	19	5	"STANDING"	"Time"	"Accelerometer"	"Body"	"NA"	"NA"	"SD"	"Z"	73	-0.952599653972603
"7435"	19	5	"STANDING"	"Time"	"Accelerometer"	"Gravity"	"NA"	"Magnitude"	"Mean"	"Other"	73	-0.960505683561644
"7436"	19	5	"STANDING"	"Time"	"Accelerometer"	"Gravity"	"NA"	"Magnitude"	"SD"	"Other"	73	-0.962549342465754
"7437"	19	5	"STANDING"	"Time"	"Accelerometer"	"Gravity"	"NA"	"NA"	"Mean"	"X"	73	0.944045837534247
"7438"	19	5	"STANDING"	"Time"	"Accelerometer"	"Gravity"	"NA"	"NA"	"Mean"	"Y"	73	-0.223897807808219
"7439"	19	5	"STANDING"	"Time"	"Accelerometer"	"Gravity"	"NA"	"NA"	"Mean"	"Z"	73	0.130643717849315
"7440"	19	5	"STANDING"	"Time"	"Accelerometer"	"Gravity"	"NA"	"NA"	"SD"	"X"	73	-0.992411542465753
"7441"	19	5	"STANDING"	"Time"	"Accelerometer"	"Gravity"	"NA"	"NA"	"SD"	"Y"	73	-0.971426607808219
"7442"	19	5	"STANDING"	"Time"	"Accelerometer"	"Gravity"	"NA"	"NA"	"SD"	"Z"	73	-0.958862043972603
"7443"	19	5	"STANDING"	"Time"	"Gyroscope"	"NA"	"Jerk"	"Magnitude"	"Mean"	"Other"	73	-0.985801637671233
"7444"	19	5	"STANDING"	"Time"	"Gyroscope"	"NA"	"Jerk"	"Magnitude"	"SD"	"Other"	73	-0.983069427945205
"7445"	19	5	"STANDING"	"Time"	"Gyroscope"	"NA"	"Jerk"	"NA"	"Mean"	"X"	73	-0.0990467890520548
"7446"	19	5	"STANDING"	"Time"	"Gyroscope"	"NA"	"Jerk"	"NA"	"Mean"	"Y"	73	-0.0422918533780822
"7447"	19	5	"STANDING"	"Time"	"Gyroscope"	"NA"	"Jerk"	"NA"	"Mean"	"Z"	73	-0.0523769867072603
"7448"	19	5	"STANDING"	"Time"	"Gyroscope"	"NA"	"Jerk"	"NA"	"SD"	"X"	73	-0.97512668739726
"7449"	19	5	"STANDING"	"Time"	"Gyroscope"	"NA"	"Jerk"	"NA"	"SD"	"Y"	73	-0.988096672191781
"7450"	19	5	"STANDING"	"Time"	"Gyroscope"	"NA"	"Jerk"	"NA"	"SD"	"Z"	73	-0.983453911232877
"7451"	19	5	"STANDING"	"Time"	"Gyroscope"	"NA"	"NA"	"Magnitude"	"Mean"	"Other"	73	-0.94174504109589
"7452"	19	5	"STANDING"	"Time"	"Gyroscope"	"NA"	"NA"	"Magnitude"	"SD"	"Other"	73	-0.937951031506849
"7453"	19	5	"STANDING"	"Time"	"Gyroscope"	"NA"	"NA"	"NA"	"Mean"	"X"	73	-0.025090574020274
"7454"	19	5	"STANDING"	"Time"	"Gyroscope"	"NA"	"NA"	"NA"	"Mean"	"Y"	73	-0.0631429827260274
"7455"	19	5	"STANDING"	"Time"	"Gyroscope"	"NA"	"NA"	"NA"	"Mean"	"Z"	73	0.0710520180136986
"7456"	19	5	"STANDING"	"Time"	"Gyroscope"	"NA"	"NA"	"NA"	"SD"	"X"	73	-0.946109711917808
"7457"	19	5	"STANDING"	"Time"	"Gyroscope"	"NA"	"NA"	"NA"	"SD"	"Y"	73	-0.96957632369863
"7458"	19	5	"STANDING"	"Time"	"Gyroscope"	"NA"	"NA"	"NA"	"SD"	"Z"	73	-0.960734258356164
"7459"	19	6	"LAYING"	"Frequency"	"Accelerometer"	"Body"	"Jerk"	"Magnitude"	"Mean"	"Other"	83	-0.980621564096385
"7460"	19	6	"LAYING"	"Frequency"	"Accelerometer"	"Body"	"Jerk"	"Magnitude"	"SD"	"Other"	83	-0.979452188433735
"7461"	19	6	"LAYING"	"Frequency"	"Accelerometer"	"Body"	"Jerk"	"NA"	"Mean"	"X"	83	-0.983478561807229
"7462"	19	6	"LAYING"	"Frequency"	"Accelerometer"	"Body"	"Jerk"	"NA"	"Mean"	"Y"	83	-0.974878270963855
"7463"	19	6	"LAYING"	"Frequency"	"Accelerometer"	"Body"	"Jerk"	"NA"	"Mean"	"Z"	83	-0.986506488795181
"7464"	19	6	"LAYING"	"Frequency"	"Accelerometer"	"Body"	"Jerk"	"NA"	"SD"	"X"	83	-0.985278006987952
"7465"	19	6	"LAYING"	"Frequency"	"Accelerometer"	"Body"	"Jerk"	"NA"	"SD"	"Y"	83	-0.975964111566265
"7466"	19	6	"LAYING"	"Frequency"	"Accelerometer"	"Body"	"Jerk"	"NA"	"SD"	"Z"	83	-0.988558703373494
"7467"	19	6	"LAYING"	"Frequency"	"Accelerometer"	"Body"	"NA"	"Magnitude"	"Mean"	"Other"	83	-0.971957401325301
"7468"	19	6	"LAYING"	"Frequency"	"Accelerometer"	"Body"	"NA"	"Magnitude"	"SD"	"Other"	83	-0.964056773975904
"7469"	19	6	"LAYING"	"Frequency"	"Accelerometer"	"Body"	"NA"	"NA"	"Mean"	"X"	83	-0.97453373
"7470"	19	6	"LAYING"	"Frequency"	"Accelerometer"	"Body"	"NA"	"NA"	"Mean"	"Y"	83	-0.972798824096386
"7471"	19	6	"LAYING"	"Frequency"	"Accelerometer"	"Body"	"NA"	"NA"	"Mean"	"Z"	83	-0.985340447349398
"7472"	19	6	"LAYING"	"Frequency"	"Accelerometer"	"Body"	"NA"	"NA"	"SD"	"X"	83	-0.962085001204819
"7473"	19	6	"LAYING"	"Frequency"	"Accelerometer"	"Body"	"NA"	"NA"	"SD"	"Y"	83	-0.974832075662651
"7474"	19	6	"LAYING"	"Frequency"	"Accelerometer"	"Body"	"NA"	"NA"	"SD"	"Z"	83	-0.984740998192771
"7475"	19	6	"LAYING"	"Frequency"	"Gyroscope"	"NA"	"Jerk"	"Magnitude"	"Mean"	"Other"	83	-0.981890470361446
"7476"	19	6	"LAYING"	"Frequency"	"Gyroscope"	"NA"	"Jerk"	"Magnitude"	"SD"	"Other"	83	-0.97932784746988
"7477"	19	6	"LAYING"	"Frequency"	"Gyroscope"	"NA"	"NA"	"Magnitude"	"Mean"	"Other"	83	-0.965624724457831
"7478"	19	6	"LAYING"	"Frequency"	"Gyroscope"	"NA"	"NA"	"Magnitude"	"SD"	"Other"	83	-0.957496024457831
"7479"	19	6	"LAYING"	"Frequency"	"Gyroscope"	"NA"	"NA"	"NA"	"Mean"	"X"	83	-0.974196217590361
"7480"	19	6	"LAYING"	"Frequency"	"Gyroscope"	"NA"	"NA"	"NA"	"Mean"	"Y"	83	-0.972061003493976
"7481"	19	6	"LAYING"	"Frequency"	"Gyroscope"	"NA"	"NA"	"NA"	"Mean"	"Z"	83	-0.973932332530121
"7482"	19	6	"LAYING"	"Frequency"	"Gyroscope"	"NA"	"NA"	"NA"	"SD"	"X"	83	-0.983944795060241
"7483"	19	6	"LAYING"	"Frequency"	"Gyroscope"	"NA"	"NA"	"NA"	"SD"	"Y"	83	-0.959831365783133
"7484"	19	6	"LAYING"	"Frequency"	"Gyroscope"	"NA"	"NA"	"NA"	"SD"	"Z"	83	-0.975417523855422
"7485"	19	6	"LAYING"	"Time"	"Accelerometer"	"Body"	"Jerk"	"Magnitude"	"Mean"	"Other"	83	-0.98478434
"7486"	19	6	"LAYING"	"Time"	"Accelerometer"	"Body"	"Jerk"	"Magnitude"	"SD"	"Other"	83	-0.980668287831325
"7487"	19	6	"LAYING"	"Time"	"Accelerometer"	"Body"	"Jerk"	"NA"	"Mean"	"X"	83	0.0772317998650602
"7488"	19	6	"LAYING"	"Time"	"Accelerometer"	"Body"	"Jerk"	"NA"	"Mean"	"Y"	83	0.011149573306747
"7489"	19	6	"LAYING"	"Time"	"Accelerometer"	"Body"	"Jerk"	"NA"	"Mean"	"Z"	83	-0.000988690855325301
"7490"	19	6	"LAYING"	"Time"	"Accelerometer"	"Body"	"Jerk"	"NA"	"SD"	"X"	83	-0.983605223493976
"7491"	19	6	"LAYING"	"Time"	"Accelerometer"	"Body"	"Jerk"	"NA"	"SD"	"Y"	83	-0.974524522650603
"7492"	19	6	"LAYING"	"Time"	"Accelerometer"	"Body"	"Jerk"	"NA"	"SD"	"Z"	83	-0.988260181084337
"7493"	19	6	"LAYING"	"Time"	"Accelerometer"	"Body"	"NA"	"Magnitude"	"Mean"	"Other"	83	-0.96626080686747
"7494"	19	6	"LAYING"	"Time"	"Accelerometer"	"Body"	"NA"	"Magnitude"	"SD"	"Other"	83	-0.963193489036145
"7495"	19	6	"LAYING"	"Time"	"Accelerometer"	"Body"	"NA"	"NA"	"Mean"	"X"	83	0.272653733493976
"7496"	19	6	"LAYING"	"Time"	"Accelerometer"	"Body"	"NA"	"NA"	"Mean"	"Y"	83	-0.0171426864421687
"7497"	19	6	"LAYING"	"Time"	"Accelerometer"	"Body"	"NA"	"NA"	"Mean"	"Z"	83	-0.10898146186747
"7498"	19	6	"LAYING"	"Time"	"Accelerometer"	"Body"	"NA"	"NA"	"SD"	"X"	83	-0.965019579518072
"7499"	19	6	"LAYING"	"Time"	"Accelerometer"	"Body"	"NA"	"NA"	"SD"	"Y"	83	-0.973449968554217
"7500"	19	6	"LAYING"	"Time"	"Accelerometer"	"Body"	"NA"	"NA"	"SD"	"Z"	83	-0.984672837228916
"7501"	19	6	"LAYING"	"Time"	"Accelerometer"	"Gravity"	"NA"	"Magnitude"	"Mean"	"Other"	83	-0.96626080686747
"7502"	19	6	"LAYING"	"Time"	"Accelerometer"	"Gravity"	"NA"	"Magnitude"	"SD"	"Other"	83	-0.963193489036145
"7503"	19	6	"LAYING"	"Time"	"Accelerometer"	"Gravity"	"NA"	"NA"	"Mean"	"X"	83	-0.680043155060241
"7504"	19	6	"LAYING"	"Time"	"Accelerometer"	"Gravity"	"NA"	"NA"	"Mean"	"Y"	83	0.725646622771084
"7505"	19	6	"LAYING"	"Time"	"Accelerometer"	"Gravity"	"NA"	"NA"	"Mean"	"Z"	83	0.68762385253012
"7506"	19	6	"LAYING"	"Time"	"Accelerometer"	"Gravity"	"NA"	"NA"	"SD"	"X"	83	-0.958959611084337
"7507"	19	6	"LAYING"	"Time"	"Accelerometer"	"Gravity"	"NA"	"NA"	"SD"	"Y"	83	-0.986993149638554
"7508"	19	6	"LAYING"	"Time"	"Accelerometer"	"Gravity"	"NA"	"NA"	"SD"	"Z"	83	-0.988819031566265
"7509"	19	6	"LAYING"	"Time"	"Gyroscope"	"NA"	"Jerk"	"Magnitude"	"Mean"	"Other"	83	-0.985342497710843
"7510"	19	6	"LAYING"	"Time"	"Gyroscope"	"NA"	"Jerk"	"Magnitude"	"SD"	"Other"	83	-0.980245510843374
"7511"	19	6	"LAYING"	"Time"	"Gyroscope"	"NA"	"Jerk"	"NA"	"Mean"	"X"	83	-0.0956018266746988
"7512"	19	6	"LAYING"	"Time"	"Gyroscope"	"NA"	"Jerk"	"NA"	"Mean"	"Y"	83	-0.0371476597051807
"7513"	19	6	"LAYING"	"Time"	"Gyroscope"	"NA"	"Jerk"	"NA"	"Mean"	"Z"	83	-0.0599161477951807
"7514"	19	6	"LAYING"	"Time"	"Gyroscope"	"NA"	"Jerk"	"NA"	"SD"	"X"	83	-0.976105663493976
"7515"	19	6	"LAYING"	"Time"	"Gyroscope"	"NA"	"Jerk"	"NA"	"SD"	"Y"	83	-0.984607728915663
"7516"	19	6	"LAYING"	"Time"	"Gyroscope"	"NA"	"Jerk"	"NA"	"SD"	"Z"	83	-0.986958363975904
"7517"	19	6	"LAYING"	"Time"	"Gyroscope"	"NA"	"NA"	"Magnitude"	"Mean"	"Other"	83	-0.953263432771084
"7518"	19	6	"LAYING"	"Time"	"Gyroscope"	"NA"	"NA"	"Magnitude"	"SD"	"Other"	83	-0.955906646506024
"7519"	19	6	"LAYING"	"Time"	"Gyroscope"	"NA"	"NA"	"NA"	"Mean"	"X"	83	-0.0312072730559566
"7520"	19	6	"LAYING"	"Time"	"Gyroscope"	"NA"	"NA"	"NA"	"Mean"	"Y"	83	-0.0952628014096386
"7521"	19	6	"LAYING"	"Time"	"Gyroscope"	"NA"	"NA"	"NA"	"Mean"	"Z"	83	0.10860511373494
"7522"	19	6	"LAYING"	"Time"	"Gyroscope"	"NA"	"NA"	"NA"	"SD"	"X"	83	-0.981357611445783
"7523"	19	6	"LAYING"	"Time"	"Gyroscope"	"NA"	"NA"	"NA"	"SD"	"Y"	83	-0.963617705662651
"7524"	19	6	"LAYING"	"Time"	"Gyroscope"	"NA"	"NA"	"NA"	"SD"	"Z"	83	-0.973197523855422
"7525"	20	1	"WALKING"	"Frequency"	"Accelerometer"	"Body"	"Jerk"	"Magnitude"	"Mean"	"Other"	51	0.0545269493972549
"7526"	20	1	"WALKING"	"Frequency"	"Accelerometer"	"Body"	"Jerk"	"Magnitude"	"SD"	"Other"	51	-0.0310650270227451
"7527"	20	1	"WALKING"	"Frequency"	"Accelerometer"	"Body"	"Jerk"	"NA"	"Mean"	"X"	51	-0.138717234372549
"7528"	20	1	"WALKING"	"Frequency"	"Accelerometer"	"Body"	"Jerk"	"NA"	"Mean"	"Y"	51	0.157933952294118
"7529"	20	1	"WALKING"	"Frequency"	"Accelerometer"	"Body"	"Jerk"	"NA"	"Mean"	"Z"	51	-0.34599447627451
"7530"	20	1	"WALKING"	"Frequency"	"Accelerometer"	"Body"	"Jerk"	"NA"	"SD"	"X"	51	-0.122237205541176
"7531"	20	1	"WALKING"	"Frequency"	"Accelerometer"	"Body"	"Jerk"	"NA"	"SD"	"Y"	51	0.255614062961569
"7532"	20	1	"WALKING"	"Frequency"	"Accelerometer"	"Body"	"Jerk"	"NA"	"SD"	"Z"	51	-0.427690451960784
"7533"	20	1	"WALKING"	"Frequency"	"Accelerometer"	"Body"	"NA"	"Magnitude"	"Mean"	"Other"	51	-0.00353341793921569
"7534"	20	1	"WALKING"	"Frequency"	"Accelerometer"	"Body"	"NA"	"Magnitude"	"SD"	"Other"	51	-0.389934004313725
"7535"	20	1	"WALKING"	"Frequency"	"Accelerometer"	"Body"	"NA"	"NA"	"Mean"	"X"	51	-0.147404272166667
"7536"	20	1	"WALKING"	"Frequency"	"Accelerometer"	"Body"	"NA"	"NA"	"Mean"	"Y"	51	0.403465950921569
"7537"	20	1	"WALKING"	"Frequency"	"Accelerometer"	"Body"	"NA"	"NA"	"Mean"	"Z"	51	-0.272213861705882
"7538"	20	1	"WALKING"	"Frequency"	"Accelerometer"	"Body"	"NA"	"NA"	"SD"	"X"	51	-0.234985644352941
"7539"	20	1	"WALKING"	"Frequency"	"Accelerometer"	"Body"	"NA"	"NA"	"SD"	"Y"	51	0.438436341294118
"7540"	20	1	"WALKING"	"Frequency"	"Accelerometer"	"Body"	"NA"	"NA"	"SD"	"Z"	51	-0.26649772672549
"7541"	20	1	"WALKING"	"Frequency"	"Gyroscope"	"NA"	"Jerk"	"Magnitude"	"Mean"	"Other"	51	-0.180365335498431
"7542"	20	1	"WALKING"	"Frequency"	"Gyroscope"	"NA"	"Jerk"	"Magnitude"	"SD"	"Other"	51	-0.171975765239216
"7543"	20	1	"WALKING"	"Frequency"	"Gyroscope"	"NA"	"NA"	"Magnitude"	"Mean"	"Other"	51	-0.0520065599062745
"7544"	20	1	"WALKING"	"Frequency"	"Gyroscope"	"NA"	"NA"	"Magnitude"	"SD"	"Other"	51	-0.196210236058824
"7545"	20	1	"WALKING"	"Frequency"	"Gyroscope"	"NA"	"NA"	"NA"	"Mean"	"X"	51	-0.0936248686019608
"7546"	20	1	"WALKING"	"Frequency"	"Gyroscope"	"NA"	"NA"	"NA"	"Mean"	"Y"	51	0.0310145965868627
"7547"	20	1	"WALKING"	"Frequency"	"Gyroscope"	"NA"	"NA"	"NA"	"Mean"	"Z"	51	-0.108892495684314
"7548"	20	1	"WALKING"	"Frequency"	"Gyroscope"	"NA"	"NA"	"NA"	"SD"	"X"	51	-0.279931528352941
"7549"	20	1	"WALKING"	"Frequency"	"Gyroscope"	"NA"	"NA"	"NA"	"SD"	"Y"	51	0.107704805445098
"7550"	20	1	"WALKING"	"Frequency"	"Gyroscope"	"NA"	"NA"	"NA"	"SD"	"Z"	51	-0.264957205764706
"7551"	20	1	"WALKING"	"Time"	"Accelerometer"	"Body"	"Jerk"	"Magnitude"	"Mean"	"Other"	51	-0.0429359302764706
"7552"	20	1	"WALKING"	"Time"	"Accelerometer"	"Body"	"Jerk"	"Magnitude"	"SD"	"Other"	51	0.0210765716843137
"7553"	20	1	"WALKING"	"Time"	"Accelerometer"	"Body"	"Jerk"	"NA"	"Mean"	"X"	51	0.0841234323137255
"7554"	20	1	"WALKING"	"Time"	"Accelerometer"	"Body"	"Jerk"	"NA"	"Mean"	"Y"	51	-0.0210619558882353
"7555"	20	1	"WALKING"	"Time"	"Accelerometer"	"Body"	"Jerk"	"NA"	"Mean"	"Z"	51	0.00634457223529412
"7556"	20	1	"WALKING"	"Time"	"Accelerometer"	"Body"	"Jerk"	"NA"	"SD"	"X"	51	-0.090645041854902
"7557"	20	1	"WALKING"	"Time"	"Accelerometer"	"Body"	"Jerk"	"NA"	"SD"	"Y"	51	0.244310894098039
"7558"	20	1	"WALKING"	"Time"	"Accelerometer"	"Body"	"Jerk"	"NA"	"SD"	"Z"	51	-0.387664584313725
"7559"	20	1	"WALKING"	"Time"	"Accelerometer"	"Body"	"NA"	"Magnitude"	"Mean"	"Other"	51	0.039402280578902
"7560"	20	1	"WALKING"	"Time"	"Accelerometer"	"Body"	"NA"	"Magnitude"	"SD"	"Other"	51	-0.156930391921569
"7561"	20	1	"WALKING"	"Time"	"Accelerometer"	"Body"	"NA"	"NA"	"Mean"	"X"	51	0.272589336470588
"7562"	20	1	"WALKING"	"Time"	"Accelerometer"	"Body"	"NA"	"NA"	"Mean"	"Y"	51	-0.021199992245098
"7563"	20	1	"WALKING"	"Time"	"Accelerometer"	"Body"	"NA"	"NA"	"Mean"	"Z"	51	-0.113539477098039
"7564"	20	1	"WALKING"	"Time"	"Accelerometer"	"Body"	"NA"	"NA"	"SD"	"X"	51	-0.208342792019608
"7565"	20	1	"WALKING"	"Time"	"Accelerometer"	"Body"	"NA"	"NA"	"SD"	"Y"	51	0.489771808627451
"7566"	20	1	"WALKING"	"Time"	"Accelerometer"	"Body"	"NA"	"NA"	"SD"	"Z"	51	-0.228734217372549
"7567"	20	1	"WALKING"	"Time"	"Accelerometer"	"Gravity"	"NA"	"Magnitude"	"Mean"	"Other"	51	0.039402280578902
"7568"	20	1	"WALKING"	"Time"	"Accelerometer"	"Gravity"	"NA"	"Magnitude"	"SD"	"Other"	51	-0.156930391921569
"7569"	20	1	"WALKING"	"Time"	"Accelerometer"	"Gravity"	"NA"	"NA"	"Mean"	"X"	51	0.899965205686275
"7570"	20	1	"WALKING"	"Time"	"Accelerometer"	"Gravity"	"NA"	"NA"	"Mean"	"Y"	51	-0.344443913137255
"7571"	20	1	"WALKING"	"Time"	"Accelerometer"	"Gravity"	"NA"	"NA"	"Mean"	"Z"	51	-0.035130214
"7572"	20	1	"WALKING"	"Time"	"Accelerometer"	"Gravity"	"NA"	"NA"	"SD"	"X"	51	-0.970327266470588
"7573"	20	1	"WALKING"	"Time"	"Accelerometer"	"Gravity"	"NA"	"NA"	"SD"	"Y"	51	-0.962003383529412
"7574"	20	1	"WALKING"	"Time"	"Accelerometer"	"Gravity"	"NA"	"NA"	"SD"	"Z"	51	-0.953850439607843
"7575"	20	1	"WALKING"	"Time"	"Gyroscope"	"NA"	"Jerk"	"Magnitude"	"Mean"	"Other"	51	-0.194893253196078
"7576"	20	1	"WALKING"	"Time"	"Gyroscope"	"NA"	"Jerk"	"Magnitude"	"SD"	"Other"	51	-0.149864146847059
"7577"	20	1	"WALKING"	"Time"	"Gyroscope"	"NA"	"Jerk"	"NA"	"Mean"	"X"	51	-0.0679992365372549
"7578"	20	1	"WALKING"	"Time"	"Gyroscope"	"NA"	"Jerk"	"NA"	"Mean"	"Y"	51	-0.0514175758627451
"7579"	20	1	"WALKING"	"Time"	"Gyroscope"	"NA"	"Jerk"	"NA"	"Mean"	"Z"	51	-0.0549273707529412
"7580"	20	1	"WALKING"	"Time"	"Gyroscope"	"NA"	"Jerk"	"NA"	"SD"	"X"	51	-0.253227445431373
"7581"	20	1	"WALKING"	"Time"	"Gyroscope"	"NA"	"Jerk"	"NA"	"SD"	"Y"	51	-0.127554090666667
"7582"	20	1	"WALKING"	"Time"	"Gyroscope"	"NA"	"Jerk"	"NA"	"SD"	"Z"	51	-0.22704432732549
"7583"	20	1	"WALKING"	"Time"	"Gyroscope"	"NA"	"NA"	"Magnitude"	"Mean"	"Other"	51	0.0686275147882353
"7584"	20	1	"WALKING"	"Time"	"Gyroscope"	"NA"	"NA"	"Magnitude"	"SD"	"Other"	51	-0.0367853189588235
"7585"	20	1	"WALKING"	"Time"	"Gyroscope"	"NA"	"NA"	"NA"	"Mean"	"X"	51	-0.0234104225980392
"7586"	20	1	"WALKING"	"Time"	"Gyroscope"	"NA"	"NA"	"NA"	"Mean"	"Y"	51	-0.074105054612549
"7587"	20	1	"WALKING"	"Time"	"Gyroscope"	"NA"	"NA"	"NA"	"Mean"	"Z"	51	0.0851359929294118
"7588"	20	1	"WALKING"	"Time"	"Gyroscope"	"NA"	"NA"	"NA"	"SD"	"X"	51	-0.23294061427451
"7589"	20	1	"WALKING"	"Time"	"Gyroscope"	"NA"	"NA"	"NA"	"SD"	"Y"	51	0.0858321519372549
"7590"	20	1	"WALKING"	"Time"	"Gyroscope"	"NA"	"NA"	"NA"	"SD"	"Z"	51	-0.165748467372549
"7591"	20	2	"WALKING_UPSTAIRS"	"Frequency"	"Accelerometer"	"Body"	"Jerk"	"Magnitude"	"Mean"	"Other"	51	-0.215014031556863
"7592"	20	2	"WALKING_UPSTAIRS"	"Frequency"	"Accelerometer"	"Body"	"Jerk"	"Magnitude"	"SD"	"Other"	51	-0.280450026862745
"7593"	20	2	"WALKING_UPSTAIRS"	"Frequency"	"Accelerometer"	"Body"	"Jerk"	"NA"	"Mean"	"X"	51	-0.256162264623529
"7594"	20	2	"WALKING_UPSTAIRS"	"Frequency"	"Accelerometer"	"Body"	"Jerk"	"NA"	"Mean"	"Y"	51	-0.312161098966667
"7595"	20	2	"WALKING_UPSTAIRS"	"Frequency"	"Accelerometer"	"Body"	"Jerk"	"NA"	"Mean"	"Z"	51	-0.492755895098039
"7596"	20	2	"WALKING_UPSTAIRS"	"Frequency"	"Accelerometer"	"Body"	"Jerk"	"NA"	"SD"	"X"	51	-0.187090779486275
"7597"	20	2	"WALKING_UPSTAIRS"	"Frequency"	"Accelerometer"	"Body"	"Jerk"	"NA"	"SD"	"Y"	51	-0.255008282372549
"7598"	20	2	"WALKING_UPSTAIRS"	"Frequency"	"Accelerometer"	"Body"	"Jerk"	"NA"	"SD"	"Z"	51	-0.533201712745098
"7599"	20	2	"WALKING_UPSTAIRS"	"Frequency"	"Accelerometer"	"Body"	"NA"	"Magnitude"	"Mean"	"Other"	51	-0.205009295196078
"7600"	20	2	"WALKING_UPSTAIRS"	"Frequency"	"Accelerometer"	"Body"	"NA"	"Magnitude"	"SD"	"Other"	51	-0.320241012294118
"7601"	20	2	"WALKING_UPSTAIRS"	"Frequency"	"Accelerometer"	"Body"	"NA"	"NA"	"Mean"	"X"	51	-0.140439074776471
"7602"	20	2	"WALKING_UPSTAIRS"	"Frequency"	"Accelerometer"	"Body"	"NA"	"NA"	"Mean"	"Y"	51	-0.0293832440223529
"7603"	20	2	"WALKING_UPSTAIRS"	"Frequency"	"Accelerometer"	"Body"	"NA"	"NA"	"Mean"	"Z"	51	-0.318431522156863
"7604"	20	2	"WALKING_UPSTAIRS"	"Frequency"	"Accelerometer"	"Body"	"NA"	"NA"	"SD"	"X"	51	-0.108444759592157
"7605"	20	2	"WALKING_UPSTAIRS"	"Frequency"	"Accelerometer"	"Body"	"NA"	"NA"	"SD"	"Y"	51	0.16454675022549
"7606"	20	2	"WALKING_UPSTAIRS"	"Frequency"	"Accelerometer"	"Body"	"NA"	"NA"	"SD"	"Z"	51	-0.242438965196078
"7607"	20	2	"WALKING_UPSTAIRS"	"Frequency"	"Gyroscope"	"NA"	"Jerk"	"Magnitude"	"Mean"	"Other"	51	-0.450393446470588
"7608"	20	2	"WALKING_UPSTAIRS"	"Frequency"	"Gyroscope"	"NA"	"Jerk"	"Magnitude"	"SD"	"Other"	51	-0.50282154372549
"7609"	20	2	"WALKING_UPSTAIRS"	"Frequency"	"Gyroscope"	"NA"	"NA"	"Magnitude"	"Mean"	"Other"	51	-0.286627716823529
"7610"	20	2	"WALKING_UPSTAIRS"	"Frequency"	"Gyroscope"	"NA"	"NA"	"Magnitude"	"SD"	"Other"	51	-0.360948341823529
"7611"	20	2	"WALKING_UPSTAIRS"	"Frequency"	"Gyroscope"	"NA"	"NA"	"NA"	"Mean"	"X"	51	-0.372684353921569
"7612"	20	2	"WALKING_UPSTAIRS"	"Frequency"	"Gyroscope"	"NA"	"NA"	"NA"	"Mean"	"Y"	51	-0.162341385629412
"7613"	20	2	"WALKING_UPSTAIRS"	"Frequency"	"Gyroscope"	"NA"	"NA"	"NA"	"Mean"	"Z"	51	0.115076640798039
